!  
! R    D    M    P
1001
125.37749999999998 43979.24404909278 3907787223558.6978 -36248376117.3445
125.67599999999997 43668.25658125334 3910377423320.049 -36174322314.59331
125.97449999999998 43360.194312281696 3912961575139.232 -36100570677.70186
126.27299999999998 43055.02292915678 3915539707191.7686 -36027119292.31248
126.57149999999999 42752.7086007245 3918111847456.76 -35953966260.52399
126.86999999999998 42453.21796982139 3920678023718.7056 -35881109700.713295
127.16849999999998 42156.518145544906 3923238263569.306 -35808547747.358894
127.46699999999998 41862.57669566767 3925792594409.2417 -35736278550.86681
127.76549999999997 41571.36163919222 3928341043449.929 -35664300277.39912
128.06399999999996 41282.84143904364 3930883637715.2656 -35592611108.70411
128.36249999999998 40996.98499489719 3933420404043.3433 -35521209241.94936
128.66099999999997 40713.76163613795 3935951369088.15 -35450092889.55637
128.95949999999996 40433.141114949925 3938476559321.2505 -35379260279.03767
129.25799999999995 40155.09359953186 3940996001033.4453 -35308709652.83577
129.55649999999997 39879.58966743723 3943509720336.414 -35238439268.16461
129.85499999999996 39606.60029903584 3946017743164.339 -35168447396.85257
130.15349999999998 39336.09687109426 3948520095275.508 -35098732325.18781
130.45199999999997 39068.051150473315 3951016802253.9023 -35029292353.765526
130.75049999999996 38802.43528793946 3953507889510.7695 -34960125797.33695
131.04899999999998 38539.22181208825 3955993382286.1694 -34891230984.66053
131.34749999999997 38278.38362337773 3958473305650.5093 -34822606258.35501
131.64599999999996 38019.893988268755 3960947684506.064 -34754249974.75409
131.94449999999998 37763.726533470995 3963416543588.4727 -34686160503.763145
132.24299999999997 37509.85524029206 3965879907468.2246 -34618336228.71784
132.54149999999996 37258.25443908749 3968337800552.123 -34550775546.24429
132.83999999999997 37008.89880380993 3970790247084.7393 -34483476866.12099
133.13849999999996 36761.76334665551 3973237271149.8433 -34416438611.14285
133.43699999999995 36516.823412805046 3975678896671.8267 -34349659216.986294
133.73549999999997 36274.05467525866 3978115147417.103 -34283137132.076683
134.03399999999996 36033.43312976188 3980546046995.496 -34216870817.457092
134.33249999999995 35794.935089820916 3982971618861.614 -34150858746.658474
134.63099999999997 35558.53718180618 3985391886316.203 -34085099405.571934
134.92949999999996 35324.21634014159 3987806872507.495 -34019591292.322327
135.22799999999998 35091.94980257814 3990216600432.533 -33954332917.143257
135.52649999999997 34861.7151055505 3992621092938.484 -33889322802.254047
135.82499999999996 34633.490079614305 3995020372723.9395 -33824559481.737797
136.12349999999998 34407.252844963194 3997414462340.2017 -33760041501.421085
136.42199999999997 34182.98180702369 3999803384192.554 -33695767418.755287
136.72049999999996 33960.65565212633 4002187160541.5195 -33631735802.699047
137.01899999999998 33740.253343252 4004565813504.104 -33567945233.60265
137.31749999999997 33521.75411585156 4006939365055.0283 -33504394303.093246
137.61599999999996 33305.137473737406 4009307837027.9453 -33441081613.96176
137.91449999999998 33090.3831850459 4011671251116.6455 -33378005780.051292
138.21299999999997 32877.471278269004 4014029628876.249 -33315165426.146538
138.51149999999996 32666.38203835369 4016382991724.3833 -33252559187.864838
138.80999999999997 32457.096002868224 4018731360942.3525 -33190185711.548435
139.10849999999996 32249.593958233745 4021074757676.288 -33128043654.157856
139.40699999999995 32043.856936019827 4023413202938.2964 -33066131683.166924
139.70549999999997 31839.866209303047 4025746717607.584 -33004448476.458786
140.00399999999996 31637.603289087296 4028075322431.578 -32942992722.223087
140.30249999999995 31437.04992078441 4030399038027.0337 -32881763118.854683
140.60099999999997 31238.188080754324 4032717884881.1284 -32820758374.853325
140.89949999999996 31040.99997290348 4035031883352.543 -32759977208.724525
141.19799999999998 30845.468025340186 4037341053672.5396 -32699418348.88183
141.49649999999997 30651.574887086324 4039645415946.0156 -32639080533.549843
141.79499999999996 30459.30342484378 4041944990152.5605 -32578962510.668945
142.09349999999998 30268.636719815033 4044239796147.4907 -32519063037.800472
142.39199999999997 30079.558064576708 4046529853662.8784 -32459380882.033646
142.69049999999996 29892.050960004948 4048815182308.5728 -32399914819.893124
142.98899999999998 29706.09911225193 4051095801573.2017 -32340663637.247852
143.28749999999997 29521.686429772468 4053371730825.174 -32281626129.22115
143.58599999999996 29338.797020399536 4055642989313.6636 -32222801100.1013
143.88449999999997 29157.41518846822 4057909596169.586 -32164187363.25366
144.18299999999996 28977.5254319869 4060171570406.5654 -32105783741.033768
144.48149999999995 28799.11243985482 4062428930921.8926 -32047589064.701103
144.77999999999997 28622.161089125337 4064681696497.471 -31989602174.334293
145.07849999999996 28446.65644231396 4066929885800.7534 -31931821918.7469
145.37699999999995 28272.583744750114 4069173517385.6704 -31874247155.404438
145.67549999999997 28099.928421972258 4071412609693.5513 -31816876750.342304
145.97399999999996 27928.676077165233 4073647181054.0293 -31759709578.08449
146.27249999999998 27758.81248863912 4075877249685.9443 -31702744521.563385
146.57099999999997 27590.323607349088 4078102833698.2344 -31645980472.04058
146.86949999999996 27423.19555445505 4080323951090.8154 -31589416329.028267
147.16799999999998 27257.414618920866 4082540619755.458 -31533051000.211716
147.46649999999997 27092.967255152136 4084752857476.648 -31476883401.37279
147.76499999999996 26929.840080671802 4086960681932.445 -31420912456.3139
148.06349999999998 26768.019873833113 4089164110695.33 -31365137096.783363
148.36199999999997 26607.493571569186 4091363161233.0435 -31309556262.40111
148.66049999999996 26448.248267178355 4093557850909.4165 -31254168900.585617
148.95899999999997 26290.271208144855 4095748196985.192 -31198973966.481194
149.25749999999996 26133.549793994294 4097934216618.8413 -31143970422.886715
149.55599999999995 25978.071574182854 4100115926867.369 -31089157240.184647
149.85449999999997 25823.824246020187 4102293344687.1133 -31034533396.27095
150.15299999999996 25670.795652625005 4104466486934.5312 -30980097876.48599
150.45149999999995 25518.9737809129 4106635370366.989 -30925849673.54591
150.74999999999997 25368.346759615906 4108800011643.5317 -30871787787.47514
151.04849999999996 25218.902857333134 4110960427325.6533 -30817911225.539314
151.34699999999995 25070.630480611962 4113116633878.056 -30764219002.178993
151.64549999999997 24923.518172059226 4115268647669.404 -30710710138.94431
151.94399999999996 24777.554608482053 4117416484973.066 -30657383664.430058
152.24249999999998 24632.728599057435 4119560161967.8574 -30604238614.21182
152.54099999999997 24489.029083530495 4121699694738.768 -30551274030.782528
152.83949999999996 24346.445130440614 4123835099277.6904 -30498488963.48977
153.13799999999998 24204.965935375032 4125966391484.131 -30445882468.473923
153.43649999999997 24064.58081924961 4128093587165.925 -30393453608.606735
153.73499999999996 23925.279226615887 4130216702039.938 -30341201453.43086
154.03349999999998 23787.050723994427 4132335751732.763 -30289125079.09975
154.33199999999997 23649.884998233756 4134450751781.409 -30237223568.318497
154.63049999999996 23513.77185489436 4136561717633.988 -30185496010.284943
154.92899999999997 23378.70121665758 4138668664650.3867 -30133941500.631866
155.22749999999996 23244.663121758833 4140771608102.942 -30082559141.36948
155.52599999999995 23111.647722444563 4142870563177.1016 -30031348040.828674
155.82449999999997 22979.645283452915 4144965544972.0835 -29980307313.60469
156.12299999999996 22848.64618051744 4147056568501.528 -29929436080.50177
156.42149999999995 22718.640898893376 4149143648694.14 -29878733468.478035
156.71999999999997 22589.62003190641 4151226800394.334 -29828198610.591206
157.01849999999996 22461.574279523335 4153306038362.862 -29777830645.944565
157.31699999999998 22334.49444694416 4155381377277.444 -29727628719.63396
157.61549999999997 22208.37144321565 4157452831733.388 -29677591982.69513
157.91399999999996 22083.19627986542 4159520416244.209 -29627719592.05136
158.21249999999998 21958.960069556757 4161584145242.233 -29578010710.462067
158.51099999999997 21835.654024763502 4163644033079.2085 -29528464506.471916
158.80949999999996 21713.269456464666 4165700094026.899 -29479080154.3601
159.10799999999998 21591.797772858634 4167752342277.6807 -29429856834.090496
159.40649999999997 21471.230478096488 4169800791945.1265 -29380793731.262337
159.70499999999996 21351.559171034056 4171845457064.593 -29331890037.061165
160.00349999999997 21232.775544002623 4173886351593.7925 -29283144948.210567
160.30199999999996 21114.871381597775 4175923489413.3667 -29234557666.924202
160.60049999999995 20997.838559486103 4177956884327.4546 -29186127400.858437
160.89899999999997 20881.66904322958 4179986550064.251 -29137853363.06553
161.19749999999996 20766.35488712724 4182012500276.5635 -29089734771.947163
161.49599999999995 20651.88823307385 4184034748542.3633 -29041770851.208496
161.79449999999997 20538.261309435322 4186053308365.3335 -28993960829.812733
162.09299999999996 20425.4664299407 4188068193175.4053 -28946303941.936382
162.39149999999995 20313.49599259017 4190079416329.2983 -28898799426.924313
162.68999999999997 20202.342478579158 4192086991111.0503 -28851446529.24607
162.98849999999996 20091.998451238018 4194090930732.5415 -28804244498.45212
163.28699999999998 19982.456554987144 4196091248334.021 -28757192589.13081
163.58549999999997 19873.70951430732 4198087956984.618 -28710290060.865555
163.88399999999996 19765.750132724836 4200081069682.8584 -28663536178.192585
164.18249999999998 19658.57129181141 4202070599357.17 -28616930210.55906
164.48099999999997 19552.165950198538 4204056558866.3877 -28570471432.281937
164.77949999999996 19446.527142605948 4206038961000.2495 -28524159122.506668
165.07799999999997 19341.647978884106 4208017818479.893 -28477992565.166702
165.37649999999996 19237.521643070497 4209993143958.3433 -28431971048.943424
165.67499999999995 19134.141392459318 4211964950020.999 -28386093867.226368
165.97349999999997 19031.500556684554 4213933249186.115 -28340360318.073845
166.27199999999996 18929.59253681621 4215898053905.277 -28294769704.174057
166.57049999999995 18828.41080446925 4217859376563.8726 -28249321332.806274
166.86899999999997 18727.94890092538 4219817229481.565 -28204014515.80309
167.16749999999996 18628.200436267245 4221771624912.752 -28158848569.51233
167.46599999999995 18529.15908852485 4223722575047.0293 -28113822814.759663
167.76449999999997 18430.81860283414 4225670092009.645 -28068936576.811676
168.06299999999996 18333.172790607467 4227614187861.9517 -28024189185.33917
168.36149999999998 18236.215528715653 4229554874601.857 -27979579974.3808
168.65999999999997 18139.940758681736 4231492164164.263 -27935108282.30724
168.95849999999996 18044.342485885845 4233426068421.5127 -27890773451.78556
169.25699999999998 17949.41477878141 4235356599183.821 -27846574829.743935
169.55549999999997 17855.151768122294 4237283768199.7085 -27802511767.33679
169.85399999999996 17761.54764620062 4239207587156.4355 -27758583619.91042
170.15249999999997 17668.596666095393 4241128067680.42 -27714789746.96848
170.45099999999996 17576.293140931535 4243045221337.664 -27671129512.13846
170.74949999999995 17484.631443149166 4244959059634.169 -27627602283.13795
171.04799999999997 17393.606003783065 4246869594016.352 -27584207431.74158
171.34649999999996 17303.211311752217 4248776835871.454 -27540944333.748005
171.64499999999995 17213.44191315899 4250680796527.9507 -27497812368.947475
171.94349999999997 17124.292410598144 4252581487255.952 -27454810921.08959
172.24199999999996 17035.75746247537 4254478919267.6055 -27411939377.85131
172.54049999999995 16947.831782335063 4256373103717.491 -27369197130.805447
172.83899999999997 16860.51013819751 4258264051703.016 -27326583575.3893
173.13749999999996 16773.78735190507 4260151774264.8037 -27284098110.873657
173.43599999999995 16687.658298477287 4262036282387.0806 -27241740140.332134
173.73449999999997 16602.1179054749 4263917586998.061 -27199509070.61086
174.03299999999996 16517.16115237248 4265795698970.326 -27157404312.298225
174.33149999999998 16432.78306993959 4267670629121.2 -27115425279.695076
174.62999999999997 16348.978739630444 4269542388213.1265 -27073571390.785324
174.92849999999996 16265.743292981751 4271410986954.034 -27031842067.206562
175.22699999999998 16183.071911018791 4273276435997.7124 -26990236734.221237
175.52549999999997 16100.959823669524 4275138745944.1665 -26948754820.68787
175.82399999999996 16019.40230918656 4276997927339.986 -26907395759.032593
176.12249999999997 15938.394693576976 4278853990678.6987 -26866158985.221104
176.42099999999996 15857.932350039808 4280706946401.13 -26825043938.730816
176.71949999999995 15778.010698411053 4282556804895.7505 -26784050062.52324
177.01799999999997 15698.62520461617 4284403576499.0303 -26743176803.016514
177.31649999999996 15619.771380129914 4286247271495.78 -26702423610.058544
177.61499999999995 15541.444781443339 4288087900119.5 -26661789936.899918
177.91349999999997 15463.64100953796 4289925472552.7173 -26621275240.167477
178.21199999999996 15386.35570936695 4291759998927.325 -26580878979.83803
178.51049999999995 15309.58456934317 4293591489324.918 -26540600619.212166
178.80899999999997 15233.323320834033 4295419953777.124 -26500439624.88846
179.10749999999996 15157.567737663117 4297245402265.933 -26460395466.738
179.40599999999998 15082.313635618253 4299067844724.0264 -26420467617.878815
179.70449999999997 15007.55687196627 4300887291035.098 -26380655554.650997
180.00299999999996 14933.293344974009 4302703751034.18 -26340958756.59164
180.30149999999998 14859.518993435708 4304517234507.957 -26301376706.410255
180.59999999999997 14786.22979620664 4306327751195.0854 -26261908889.96439
180.89849999999996 14713.421771742784 4308135310786.507 -26222554796.235455
181.19699999999997 14641.09097764658 4309939922925.759 -26183313917.304573
181.49549999999996 14569.233510218683 4311741597209.283 -26144185748.32922
181.79399999999995 14497.84550401545 4313540343186.7324 -26105169787.519287
182.09249999999997 14426.923131412299 4315336170361.2744 -26066265536.113983
182.39099999999996 14356.462602172749 4317129088189.892 -26027472498.35871
182.68949999999995 14286.460163022988 4318919106083.6826 -25988790181.482296
182.98799999999997 14216.91209723204 4320706233408.155 -25950218095.674057
183.28649999999996 14147.814724197371 4322490479483.5215 -25911755754.061584
183.58499999999995 14079.164399035799 4324271853584.992 -25873402672.688423
183.88349999999997 14010.95751217972 4326050364943.0625 -25835158370.491962
184.18199999999996 13943.190488978607 4327826022743.8003 -25797022369.281616
184.48049999999998 13875.859789305488 4329598836129.1304 -25758994193.71725
184.77899999999997 13808.961907168657 4331368814197.1177 -25721073371.287624
185.07749999999996 13742.493370328239 4333135966002.247 -25683259432.289204
185.37599999999998 13676.450739917724 4334900300555.701 -25645551909.805042
185.67449999999997 13610.830610070367 4336661826825.635 -25607950339.68399
185.97299999999996 13545.629607550283 4338420553737.45 -25570454260.519814
186.27149999999997 13480.84439138832 4340176490174.0684 -25533063213.630955
186.56999999999996 13416.471652522563 4341929644976.1973 -25495776743.040096
186.86849999999995 13352.508113443339 4343680026942.598 -25458594395.453987
187.16699999999997 13288.950527842806 4345427644830.3525 -25421515720.243504
187.46549999999996 13225.795680268964 4347172507355.124 -25384540269.42404
187.76399999999995 13163.040385784016 4348914623191.4194 -25347667597.63567
188.06249999999997 13100.68148962705 4350654000972.846 -25310897262.123882
188.36099999999996 13038.715866881039 4352390649292.3696 -25274228822.720417
188.65949999999995 12977.140422143926 4354124576702.57 -25237661841.823883
188.95799999999997 12915.952089203925 4355855791715.891 -25201195884.381226
189.25649999999996 12855.147830718908 4357584302804.8945 -25164830517.868687
189.55499999999995 12794.724637899719 4359310118402.506 -25128565312.273464
189.85349999999997 12734.67953019755 4361033246902.2637 -25092399840.075146
190.15199999999996 12675.009554995188 4362753696658.563 -25056333676.227642
190.45049999999998 12615.711787302078 4364471475986.8984 -25020366398.14085
190.74899999999997 12556.783329453257 4366186593164.1055 -24984497585.66302
191.04749999999996 12498.221310811954 4367899056428.6006 -24948726821.06273
191.34599999999998 12440.022887475936 4369608873980.617 -24913053689.011536
191.64449999999997 12382.185241987498 4371316053982.4424 -24877477776.566296
191.94299999999996 12324.705583046993 4373020604558.6494 -24841998673.152054
192.24149999999997 12267.581145229942 4374722533796.3325 -24806615970.544666
192.53999999999996 12210.809188707657 4376421849745.3325 -24771329262.85409
192.83849999999995 12154.386998971231 4378118560418.4697 -24736138146.50742
193.13699999999997 12098.311886558997 4379812673791.7676 -24701042220.232
193.43549999999996 12042.581186787314 4381504197804.679 -24666041085.039158
193.73399999999995 11987.192259484618 4383193140360.31 -24631134344.20758
194.03249999999997 11932.142488728792 4384879509325.6396 -24596321603.267166
194.33099999999996 11877.429282587706 4386563312531.741 -24561602469.982876
194.62949999999995 11823.050072862912 4388244557774.0 -24526976554.338646
194.92799999999997 11769.002314836518 4389923252812.3296 -24492443468.521793
195.22649999999996 11715.2834870211 4391599405371.386 -24458002826.906902
195.52499999999998 11661.891090912653 4393273023140.7847 -24423654246.040607
195.82349999999997 11608.822650746573 4394944113775.306 -24389397344.626038
196.12199999999996 11556.075713256547 4396612684895.1113 -24355231743.50737
196.42049999999998 11503.647847436407 4398278744085.946 -24321157065.65486
196.71899999999997 11451.536644304833 4399942298899.353 -24287172936.149525
197.01749999999996 11399.739716672912 4401603356852.868 -24253278982.16856
197.31599999999997 11348.254698914463 4403261925430.238 -24219474832.97038
197.61449999999996 11297.079246739173 4404918012081.607 -24185760119.879772
197.91299999999995 11246.21103696842 4406571624223.73 -24152134476.273647
198.21149999999997 11195.647767313782 4408222769240.167 -24118597537.566425
198.50999999999996 11145.387156158244 4409871454481.477 -24085148941.19586
198.80849999999995 11095.426942339955 4411517687265.42 -24051788326.608818
199.10699999999997 11045.764884938606 4413161474877.154 -24018515335.24708
199.40549999999996 10996.398763064364 4414802824569.42 -23985329610.533768
199.70399999999995 10947.326375649276 4416441743562.74 -23952230797.85911
200.00249999999997 10898.545541241176 4418078239045.606 -23919218544.56693
200.30099999999996 10850.054097800068 4419712318174.67 -23886292499.941143
200.59949999999995 10801.849902496853 4421343988074.929 -23853452315.192112
200.89799999999997 10753.930831514479 4422973255839.916 -23820697643.44337
201.19649999999996 10706.294779851474 4424600128531.881 -23788028139.7184
201.49499999999998 10658.939661127702 4426224613181.976 -23755443460.927433
201.79349999999997 10611.8634073925 4427846716790.437 -23722943265.85444
202.09199999999996 10565.063968935014 4429466446326.768 -23690527215.14431
202.39049999999997 10518.539314096792 4431083808729.914 -23658194971.289806
202.68899999999996 10472.287429086571 4432698810908.446 -23625946198.619053
202.98749999999995 10426.3063177972 4434311459740.736 -23593780563.282917
203.28599999999997 10380.59400162475 4435921762075.131 -23561697733.2424
203.58449999999996 10335.148519289722 4437529724730.127 -23529697378.25649
203.88299999999995 10289.967926660305 4439135354494.546 -23497779169.86945
204.18149999999997 10245.050296577736 4440738658127.706 -23465942781.39911
204.47999999999996 10200.393718683687 4442339642359.59 -23434187887.924507
204.77849999999995 10155.996299249604 4443938313891.018 -23402514166.273865
205.07699999999997 10111.856161008087 4445534679393.814 -23370921295.012775
205.37549999999996 10067.971442986203 4447128745510.975 -23339408954.432556
205.67399999999995 10024.340300340698 4448720518856.831 -23307976826.53821
205.97249999999997 9980.960904195124 4450310006017.219 -23276624595.037224
206.27099999999996 9937.831441478887 4451897213549.637 -23245351945.32775
206.56949999999998 9894.95011476807 4453482147983.412 -23214158564.487404
206.86799999999997 9852.31514212814 4455064815819.861 -23183044141.26173
207.16649999999996 9809.924756958453 4456645223532.449 -23152008366.05325
207.46499999999997 9767.777207838508 4458223377566.948 -23121050930.910038
207.76349999999996 9725.870758376017 4459799284341.597 -23090171529.51491
208.06199999999995 9684.203687056633 4461372950247.253 -23059369857.17435
208.36049999999997 9642.77428709548 4462944381647.555 -23028645610.80765
208.65899999999996 9601.580866290311 4464513584879.07 -22997998488.936157
208.95749999999995 9560.621746876346 4466080566251.455 -22967428191.67268
209.25599999999997 9519.89526538279 4467645332047.599 -22936934420.710564
209.55449999999996 9479.399772490946 4469207888523.781 -22906516879.313667
209.85299999999995 9439.133632893952 4470768241909.821 -22876175272.305397
210.15149999999997 9399.09522515809 4472326398409.226 -22845909306.058735
210.44999999999996 9359.28294158569 4473882364199.333 -22815718688.485813
210.74849999999995 9319.69518807954 4475436145431.469 -22785603129.02774
211.04699999999997 9280.330384008856 4476987748231.085 -22755562338.644627
211.34549999999996 9241.186962076756 4478537178697.905 -22725596029.805294
211.64399999999998 9202.263368189195 4480084442906.073 -22695703916.477528
211.94249999999997 9163.558061325411 4481629546904.291 -22665885714.11822
212.24099999999996 9125.069513409784 4483172496715.962 -22636141139.66356
212.53949999999998 9086.79620918515 4484713298339.333 -22606469911.519173
212.83799999999997 9048.73664608754 4486251957747.633 -22576871749.550682
213.13649999999996 9010.88933412228 4487788480889.214 -22547346375.0741
213.43499999999997 8973.252795741491 4489322873687.684 -22517893510.846283
213.73349999999996 8935.82556572299 4490855142042.051 -22488512881.05562
214.03199999999995 8898.606191050447 4492385291826.853 -22459204211.312626
214.33049999999997 8861.59323079496 4493913328892.298 -22429967228.640694
214.62899999999996 8824.785255997893 4495439259064.393 -22400801661.46698
214.92749999999995 8788.180849555021 4496963088145.083 -22371707239.613213
215.22599999999997 8751.778606101954 4498484821912.379 -22342683694.28668
215.52449999999996 8715.577131900836 4500004466120.491 -22313730758.071278
215.82299999999995 8679.575044728272 4501522026499.959 -22284848164.918564
216.12149999999997 8643.770973764495 4503037508757.78 -22256035650.138947
216.41999999999996 8608.163559483775 4504550918577.542 -22227292950.39298
216.71849999999995 8572.75145354599 4506062261619.546 -22198619803.68251
217.01699999999997 8537.533318689402 4507571543520.9375 -22170015949.342247
217.31549999999996 8502.50782862463 4509078769895.831 -22141481128.031128
217.61399999999998 8467.673667929725 4510583946335.434 -22113015081.723766
217.91249999999997 8433.02953194647 4512087078408.173 -22084617553.702087
218.21099999999996 8398.574126677713 4513588171659.816 -22056288288.546856
218.50949999999997 8364.306168685902 4515087231613.599 -22028027032.129696
218.80799999999996 8330.224384992689 4516584263770.341 -21999833531.604393
219.10649999999995 8296.3275129796 4518079273608.57 -21971707535.39915
219.40499999999997 8262.61430028982 4519572266584.6455 -21943648793.20814
219.70349999999996 8229.083504731036 4521063248132.87 -21915657055.983734
220.00199999999995 8195.733894179291 4522552223665.615 -21887732075.928394
220.30049999999997 8162.564246483924 4524039198573.4375 -21859873606.486652
220.59899999999996 8129.573349373515 4525524178225.192 -21832081402.337482
220.89749999999995 8096.760000362832 4527007167968.155 -21804355219.38627
221.19599999999997 8064.123006660788 4528488173128.134 -21776694814.75725
221.49449999999996 8031.661185079403 4529967199009.583 -21749099946.785736
221.79299999999995 7999.3733619437035 4531444250895.722 -21721570375.01046
222.09149999999997 7967.258373002613 4532919334048.642 -21694105860.166092
222.38999999999996 7935.3150633408095 4534392453709.423 -21666706164.175686
222.68849999999998 7903.542287291473 4535863615098.247 -21639371050.143265
222.98699999999997 7871.93890835003 4537332823414.502 -21612100282.346325
223.28549999999996 7840.50379908875 4538800083836.9 -21584893626.228653
223.58399999999997 7809.235841072299 4540265401523.582 -21557750848.392895
223.88249999999996 7778.13392477418 4541728781612.227 -21530671716.593407
224.18099999999995 7747.196949494031 4543190229220.162 -21503655999.729073
224.47949999999997 7716.423823275837 4544649749444.467 -21476703467.83615
224.77799999999996 7685.813462826994 4546107347362.085 -21449813892.081226
225.07649999999995 7655.364793438208 4547563028029.925 -21422987044.75429
225.37499999999997 7625.076748904267 4549016796484.969 -21396222699.261528
225.67349999999996 7594.948271445645 4550468657744.373 -21369520630.118744
225.97199999999995 7564.978311630906 4551918616805.576 -21342880612.944263
226.27049999999997 7535.165828299948 4553366678646.402 -21316302424.45219
226.56899999999996 7505.5097884880515 4554812848225.158 -21289785842.445618
226.86749999999995 7476.009167350704 4556257130480.741 -21263330645.80994
227.16599999999997 7446.662948089234 4557699530332.739 -21236936614.50637
227.46449999999996 7417.470121877216 4559140052681.527 -21210603529.565006
227.76299999999995 7388.429687787633 4560578702408.371 -21184331173.07856
228.06149999999997 7359.540652720804 4562015484375.528 -21158119328.195705
228.35999999999996 7330.802031333085 4563450403426.34 -21131967779.114666
228.65849999999998 7302.212845966262 4564883464385.335 -21105876311.076767
228.95699999999997 7273.772126577735 4566314672058.325 -21079844710.360085
229.25549999999996 7245.478910671373 4567744031232.501 -21053872764.27313
229.55399999999997 7217.332243229129 4569171546676.531 -21027960261.148624
229.85249999999996 7189.331176643332 4570597223140.652 -21002106990.33714
230.15099999999995 7161.474770649692 4572021065356.769 -20976312742.201103
230.44949999999997 7133.7620922609985 4573443078038.545 -20950577308.108604
230.74799999999996 7106.1922157015 4574863265881.499 -20924900480.42708
231.04649999999995 7078.764222341944 4576281633563.096 -20899282052.517612
231.34499999999997 7051.4772006353105 4577698185742.84 -20873721818.728775
231.64349999999996 7024.330246053195 4579112927062.366 -20848219574.390594
231.94199999999995 6997.322461022825 4580525862145.533 -20822775115.808834
232.24049999999997 6970.452954864754 4581936995598.512 -20797388240.25886
232.53899999999996 6943.720843731171 4583346332009.875 -20772058745.979992
232.83749999999995 6917.125250544846 4584753875950.69 -20746786432.169773
233.13599999999997 6890.665304938688 4586159631974.605 -20721571098.9781
233.43449999999996 6864.340143195953 4587563604617.939 -20696412547.50148
233.73299999999998 6838.148908191009 4588965798399.768 -20671310579.77749
234.03149999999997 6812.09074933075 4590366217822.011 -20646264998.779182
234.32999999999996 6786.164822496572 4591764867369.521 -20621275608.40936
234.62849999999997 6760.370289986953 4593161751510.173 -20596342213.495186
234.92699999999996 6734.70632046062 4594556874694.937 -20571464619.78252
235.22549999999995 6709.172088880269 4595950241357.978 -20546642633.93058
235.52399999999997 6683.766776456867 4597341855916.731 -20521876063.506466
235.82249999999996 6658.489570594528 4598731722771.992 -20497164716.979893
236.12099999999995 6633.339664835918 4600119846307.993 -20472508403.717678
236.41949999999997 6608.316258808221 4601506230892.494 -20447906933.978516
236.71799999999996 6583.418558169666 4602890880876.858 -20423360118.907776
237.01649999999995 6558.645774556548 4604273800596.139 -20398867770.532055
237.31499999999997 6533.997125530822 4605654994369.157 -20374429701.75435
237.61349999999996 6509.471834528211 4607034466498.585 -20350045726.348526
237.91199999999995 6485.06913080681 4608412221271.027 -20325715658.954422
238.21049999999997 6460.788249396225 4609788262957.097 -20301439315.072613
238.50899999999996 6436.62843104723 4611162595811.499 -20277216511.059658
238.80749999999995 6412.588922181882 4612535224073.107 -20253047064.122654
239.10599999999997 6388.668974844179 4613906151965.042 -20228930792.314682
239.40449999999996 6364.86784665119 4615275383694.751 -20204867514.529583
239.70299999999997 6341.184800744657 4616642923454.082 -20180857050.49712
240.00149999999996 6317.619105743099 4618008775419.366 -20156899220.778202
240.29999999999995 6294.17003569437 4619372943751.49 -20132993846.760014
240.59849999999997 6270.836870028704 4620735432595.972 -20109140750.651016
240.89699999999996 6247.6188935122145 4622096246083.037 -20085339755.476475
241.19549999999995 6224.515396200845 4623455388327.698 -20061590685.07357
241.49399999999997 6201.525673394791 4624812863429.822 -20037893364.086723
241.79249999999996 6178.649025593358 4626168675474.21 -20014247617.96291
242.09099999999995 6155.884758450261 4627522828530.667 -19990653272.947033
242.38949999999997 6133.232182729368 4628875326654.078 -19967110156.077263
242.68799999999996 6110.69061426089 4630226173884.482 -19943618095.18057
242.98649999999995 6088.259373897963 4631575374247.141 -19920176918.86814
243.28499999999997 6065.937787473696 4632922931752.61 -19896786456.530796
243.58349999999996 6043.725185758618 4634268850396.819 -19873446538.334732
243.88199999999995 6021.620904418533 4635613134161.131 -19850156995.216763
244.18049999999997 5999.6242839728075 4636955787012.421 -19826917658.88013
244.47899999999996 5977.734669753038 4638296812903.143 -19803728361.79003
244.77749999999997 5955.951411862144 4639636215771.402 -19780588937.16928
245.07599999999996 5934.273865133845 4640973999541.022 -19757499218.99398
245.37449999999995 5912.701389092526 4642310168121.613 -19734459041.989296
245.67299999999997 5891.233347913508 4643644725408.645 -19711468241.62506
245.97149999999996 5869.869110383688 4644977675283.509 -19688526654.111713
246.26999999999995 5848.608049862563 4646309021613.59 -19665634116.395832
246.56849999999997 5827.449544243634 4647638768252.334 -19642790466.1561
246.86699999999996 5806.392975916178 4648966919039.3125 -19619995541.799377
247.16549999999995 5785.437731727392 4650293477800.291 -19597249182.456135
247.46399999999997 5764.5832029448875 4651618448347.293 -19574551227.97671
247.76249999999996 5743.828785219574 4652941834478.667 -19551901518.927143
248.06099999999995 5723.173878548859 4654263639979.154 -19529299896.585003
248.35949999999997 5702.617887240236 4655583868619.949 -19506746202.935608
248.65799999999996 5682.1602198752025 4656902524158.767 -19484240280.66792
248.95649999999995 5661.800289273524 4658219610339.905 -19461781973.170578
249.25499999999997 5641.5375124578395 4659535130894.3125 -19439371124.527954
249.55349999999996 5621.37131061862 4660849089539.645 -19417007579.516373
249.85199999999995 5601.301109079426 4662161489980.336 -19394691183.600098
250.15049999999997 5581.326337262532 4663472335907.654 -19372421782.92752
