!  
! R    D    M    P
1001
49.55849999999999 695184.9661422689 2907052595505.9175 -76871335818.85889
49.85699999999999 682934.8372667407 2913438760291.591 -76519750228.65764
50.15549999999999 670970.851354945 2919788298667.324 -76171589429.67499
50.45399999999999 659284.7019923375 2926101628193.7915 -75826801428.52039
50.75249999999999 647868.3704499096 2932379159334.471 -75485335303.31128
51.05099999999999 636714.1141263574 2938621295615.509 -75147141175.81596
51.34949999999999 625814.4555179053 2944828433781.1104 -74812170184.4698
51.64799999999999 615162.1716888364 2951000963944.6055 -74480374458.23207
51.94649999999999 604750.2842172974 2957139269735.335 -74151707091.2537
52.24499999999999 594572.0495923874 2963243728441.4917 -73826122118.32549
52.54349999999999 584620.9500398617 2969314711149.0522 -73503574491.07967
52.84199999999999 574890.6847550536 2975352582876.926 -73184020054.91698
53.14049999999999 565375.1615227883 2981357702708.4434 -72867415526.6342
53.43899999999999 556068.4887051752 2987330423919.306 -72553718472.7266
53.73749999999999 546964.9675792148 2993271094102.1055 -72242887288.34164
54.035999999999994 538059.0850071238 2999180055287.524 -71934881176.86174
54.33449999999999 529345.5064232189 3005057644062.326 -71629660130.0927
54.63299999999999 520819.06912205735 3010904191684.2344 -71327184909.03877
54.93149999999999 512474.7758333539 3016720024193.797 -71027417025.24205
55.22999999999999 504307.78856996546 3022505462523.332 -70730318722.66812
55.528499999999994 496313.4227359491 3028260822603.0464 -70435852960.11899
55.82699999999999 488487.1414824003 3033986415464.413 -70143983394.15509
56.12549999999999 480824.5502993975 3039682547340.8945 -69854674362.50922
56.42399999999999 473321.39183300996 3045349519766.0884 -69567890867.97609
56.72249999999999 465973.54091688007 3050987629669.381 -69283598562.76137
57.020999999999994 458776.9998084384 3056597169469.176 -69001763733.2747
57.31949999999999 451727.89362032147 3062178427163.781 -68722353285.35231
57.61799999999999 444822.4659380345 3067731686420.0127 -68445334729.895
57.91649999999999 438057.07461536553 3073257226659.5996 -68170676168.90731
58.21499999999999 431428.1877394787 3078755323143.435 -67898346281.92572
58.51349999999999 424932.37975801906 3084226247053.7544 -67628314312.8221
58.81199999999999 418566.327760954 3089670265574.296 -67360550056.97155
59.11049999999999 412326.8079102216 3095087641968.4976 -67095023848.77145
59.40899999999999 406210.6920106174 3100478635655.799 -66831706549.50145
59.70749999999999 400214.94421565864 3105843502286.088 -66570569535.513626
60.00599999999999 394336.6178624792 3111182493812.3633 -66311584686.74116
60.30449999999999 388572.85243009956 3116495858561.648 -66054724375.51704
60.60299999999999 382920.8706156848 3121783841304.2153 -65799961455.69158
60.90149999999999 377377.9755236678 3127046683321.171 -65547269252.0406
61.19999999999999 371941.5479628604 3132284622470.4346 -65296621549.95414
61.49849999999999 366609.0438469048 3137497893251.1733 -65047992585.397804
61.79699999999999 361377.99169364554 3142686726866.724 -64801357035.138016
62.09549999999999 356245.99021920253 3147851351286.054 -64556690007.223015
62.39399999999999 351210.7060227334 3152991991303.7896 -64313967031.711845
62.69249999999999 346269.8713580565 3158108868598.8623 -64073164051.643684
62.99099999999999 341421.28198848193 3163202201791.8086 -63834257414.24042
63.28949999999999 336662.7951213774 3168272206500.7583 -63597223862.33517
63.58799999999999 331992.32741914596 3173319095396.1436 -63362040526.020256
63.88649999999999 327407.8530834501 3178343078254.1743 -63128684914.50771
64.18499999999999 322907.4020096645 3183344362009.102 -62897134908.19638
64.48349999999998 318489.0580086713 3188323150804.312 -62667368750.93924
64.78199999999998 314150.95709324605 3193279646042.272 -62439365042.50468
65.08049999999999 309891.2858264111 3198214046433.3687 -62213102731.22724
65.37899999999998 305708.2797292403 3203126548043.661 -61988561106.84053
65.67749999999998 301600.22174572275 3208017344341.581 -61765719793.4886
65.97599999999998 297565.44076239533 3212886626243.6064 -61544558742.90966
66.27449999999999 293602.310180553 3217734582158.9375 -61325058227.78741
66.57299999999998 289709.2465389475 3222561398033.1973 -61107198835.26526
66.87149999999998 285884.7081849734 3227367257391.1855 -60890961460.61872
67.16999999999999 282127.1939924315 3232152341378.7085 -60676327301.08124
67.46849999999998 278435.24212403846 3236916828803.513 -60463277849.81961
67.76699999999998 274807.4288369349 3241660896175.338 -60251794890.054016
68.06549999999999 271242.36732951854 3246384717745.1167 -60041860489.319466
68.36399999999999 267738.7066280004 3251088465543.3467 -59833456993.86392
68.66249999999998 264295.1305111517 3255772309417.6455 -59626567023.17973
68.96099999999998 260910.35647177248 3260436417069.5205 -59421173464.66454
69.25949999999999 257583.13471348103 3265080954090.363 -59217259468.40799
69.55799999999998 254312.24718147327 3269706083996.695 -59014808442.10095
69.85649999999998 251096.50662596634 3274311968264.6807 -58813804046.06381
70.15499999999999 247934.7556970932 3278898766363.926 -58614230188.390495
70.45349999999998 244825.86607006058 3283466635790.577 -58416071020.20498
70.75199999999998 241768.73759944062 3288015732099.7456 -58219310931.02765
71.05049999999999 238762.29750150756 3292546208937.2646 -58023934544.24813
71.34899999999999 235805.4995635776 3297058218070.802 -57829926712.701996
71.64749999999998 232897.32337935263 3301551909420.34 -57637272514.34814
71.94599999999998 230036.77360930998 3306027431088.043 -57445957248.04474
72.24449999999999 227222.87926521988 3310484929387.5195 -57255966429.42071
72.54299999999998 224454.69301790663 3314924548872.5015 -57067285786.8403
72.84149999999998 221731.2905274088 3319346432364.949 -56879901257.45843
73.13999999999999 219051.76979472686 3323750720982.598 -56693798983.364006
73.43849999999998 216415.2505343775 3328137554165.962 -56508965307.80969
73.73699999999998 213820.8735670062 3332507069704.7993 -56325386771.525055
74.03549999999998 211267.80023134183 3336859403764.0635 -56143050109.111176
74.33399999999999 208755.21181479975 3341194690909.344 -55961942245.5151
74.63249999999998 206282.30900207325 3345513064131.811 -55782050292.58129
74.93099999999998 203848.31134107523 3349814654872.6772 -55603361545.67855
75.22949999999999 201452.45672561953 3354099593047.186 -55425863480.40062
75.52799999999998 199094.0008942522 3358368007068.135 -55249543749.33827
75.82649999999998 196772.2169446693 3362620023868.95 -55074390178.92099
76.12499999999999 194486.39486317727 3366855768926.3228 -54900390766.326935
76.42349999999998 192235.84106867394 3371075366282.406 -54727533676.45891
76.72199999999998 190019.877970647 3375278938566.5977 -54555807238.98543
77.02049999999998 187837.84354070915 3379466607016.91 -54385199945.44425
77.31899999999999 185689.09089720313 3383638491500.9346 -54215700446.407845
77.61749999999998 183572.98790243085 3387794710536.415 -54047297548.70832
77.91599999999998 181488.91677207648 3391935381311.4375 -53879980212.72119
78.21449999999999 179436.2736964102 3396060619704.24 -53713737549.705925
78.51299999999998 177414.46847287353 3400170540302.66 -53548558819.20209
78.81149999999998 175422.924149663 3404265256423.22 -53384433426.479836
79.10999999999999 173461.07667994438 3408344880129.8594 -53221350920.04316
79.40849999999999 171528.37458634065 3412409522252.3247 -53059300989.18508
79.70699999999998 169624.27863535206 3416459292404.2275 -52898273461.5928
80.00549999999998 167748.26152137876 3420494299000.765 -52738258301.00212
80.30399999999999 165899.8075600295 3424514649276.125 -52579245604.90019
80.60249999999998 164078.41239040825 3428520449300.5757 -52421225602.27477
80.90099999999998 162283.58268608624 3432511803997.246 -52264188651.40915
81.19949999999999 160514.8358744749 3436488817158.604 -52108125237.72192
81.49799999999998 158771.6998643251 3440451591462.642 -51953025971.650185
81.79649999999998 157053.71278108985 3444400228488.7754 -51798881586.57532
82.09499999999998 155360.4227098959 3448334828733.4517 -51645682936.79048
82.39349999999999 153691.38744587894 3452255491625.492 -51493420995.50818
82.69199999999998 152046.1742516455 3456162315541.1567 -51342086852.90808
82.99049999999998 150424.35962163415 3460055397818.9473 -51191671714.22303
83.28899999999999 148825.52905315583 3463934834774.148 -51042166897.86314
83.58749999999998 147249.27682390087 3467800721713.1177 -50893563833.57687
83.88599999999998 145695.2057757077 3471653152947.3296 -50745854060.647766
84.18449999999999 144162.92710439663 3475492221807.1655 -50599029226.12684
84.48299999999998 142652.06015547717 3479318020655.479 -50453081083.09928
84.78149999999998 141162.23222554452 3483130640900.9185 -50308001488.984856
85.07999999999998 139693.07836918917 3486930173011.0244 -50163782403.87101
85.37849999999999 138244.2412112464 3490716706525.1016 -50020415888.87838
85.67699999999998 136815.3707642208 3494490330066.8735 -49877894104.55759
85.97549999999998 135406.12425072576 3498251131356.924 -49736209309.31656
86.27399999999999 134016.16593078413 3501999197224.9194 -49595353857.87825
86.57249999999998 132645.16693383973 3505734613621.6353 -49455320199.7676
86.87099999999998 131292.8050953361 3509457465630.776 -49316100877.82688
87.16949999999999 129958.76479772411 3513167837480.5947 -49177688526.75956
87.46799999999998 128642.73681576212 3516865812555.323 -49040075871.701164
87.76649999999998 127344.41816598039 3520551473406.4097 -48903255726.81744
88.06499999999998 126063.51196018331 3524224901763.569 -48767220993.92825
88.36349999999999 124799.72726286786 3527886178545.65 -48631964661.15756
88.66199999999998 123552.77895244141 3531535383871.3296 -48497479801.608444
88.96049999999998 122322.38758612475 3535172597069.624 -48363759572.062416
89.25899999999999 121108.27926843145 3538797896690.23 -48230797211.70307
89.55749999999998 119910.18552311648 3542411360513.699 -48098586040.86299
89.85599999999998 118727.84316849199 3546013065561.4473 -47967119459.79392
90.15449999999998 117560.99419601113 3549603088105.5957 -47836390947.45915
90.45299999999999 116409.38565202321 3553181503678.6626 -47706394060.34834
90.75149999999998 115272.769522608 3556748387083.0903 -47577122431.31338
91.04999999999998 114150.90262139884 3560303812400.625 -47448569768.4257
91.34849999999999 113043.54648030778 3563847853001.5425 -47320729853.85421
91.64699999999998 111950.46724306849 3567380581553.7285 -47193596542.763145
91.94549999999998 110871.43556151523 3570902070031.615 -47067163762.230286
92.24399999999999 109806.22649451964 3574412389724.9766 -46941425510.18385
92.54249999999998 108754.61940950844 3577911611247.58 -46816375854.35884
92.84099999999998 107716.39788648787 3581399804545.71 -46692008931.271805
93.13949999999998 106691.34962450448 3584877038906.55 -46568318945.21374
93.43799999999999 105679.26635047156 3588343382966.437 -46445300167.26082
93.73649999999998 104679.94373029492 3591798904718.988 -46322946934.302536
94.03499999999998 103693.18128223263 3595243671523.0977 -46201253648.08711
94.33349999999999 102718.78229242629 3598677750110.813 -46080214774.28326
94.63199999999998 101756.55373254183 3602101206595.0874 -45959824841.5587
94.93049999999998 100806.30617946171 3605514106477.413 -45840078440.67444
95.22899999999998 99867.85373697072 3608916514655.3384 -45720970223.594925
95.52749999999997 98941.01395938013 3612308495429.866 -45602494902.61355
95.82599999999998 98025.60777703558 3615690112512.747 -45484647249.49328
96.12449999999998 97121.45942365822 3619061429033.6523 -45367422094.62208
96.42299999999999 96228.39636546695 3622422507547.242 -45250814326.182625
96.72149999999998 95346.24923203334 3625773410040.131 -45134818889.3364
97.01999999999998 94474.8517488218 3629114197937.7383 -45019430785.42183
97.31849999999999 93614.04067136941 3632444932111.0474 -44904645071.16564
97.61699999999998 92763.65572105933 3635765672883.2524 -44790456857.907974
97.91549999999998 91923.53952244598 3639076480036.313 -44676861310.84044
98.21399999999998 91093.53754208915 3642377412817.4097 -44563853648.25686
98.51249999999999 90273.49802885645 3645668529945.3022 -44451429140.81692
98.81099999999998 89463.27195565481 3648949889616.5923 -44339583110.8218
99.10949999999998 88662.71296255186 3652221549511.8994 -44228310931.50214
99.40799999999999 87871.67730125137 3655483566801.9385 -44117608026.31793
99.70649999999998 87090.02378088531 3658735998153.513 -44007469868.2696
100.00499999999998 86317.61371508792 3661978899735.4204 -43897891979.22111
100.30349999999999 85554.31087031837 3665212327224.2686 -43788869929.23366
100.60199999999998 84799.98141539794 3668436335810.2075 -43680399335.910736
100.90049999999998 84054.49387223052 3671650980202.584 -43572475863.75373
101.19899999999998 83317.71906767497 3674856314635.504 -43465095223.52821
101.49749999999999 82589.53008653919 3678052392873.3257 -43358253171.640495
101.79599999999998 81869.80222566647 3681239268216.064 -43251945509.52414
102.09449999999998 81158.41294908585 3684416993504.725 -43146168083.03687
102.39299999999999 80455.24184419862 3687585621126.5596 -43040916781.86682
102.69149999999998 79760.17057897458 3690745203020.2427 -42936187538.948654
102.98999999999998 79073.08286013083 3693895790680.9805 -42831976329.88874
103.28849999999998 78393.86439226945 3697037435165.5444 -42728279172.39994
103.58699999999997 77722.40283794786 3700170187097.2344 -42625092125.74524
103.88549999999998 77058.58777865885 3703294096670.768 -42522411290.19031
104.18399999999998 76402.31067669686 3706409213657.109 -42420232806.46455
104.48249999999999 75753.46483788778 3709515587408.219 -42318552855.23104
104.78099999999998 75111.94537516049 3712613266861.7515 -42217367656.56471
105.07949999999998 74477.64917293859 3715702300545.6714 -42116673469.43877
105.37799999999999 73850.4748523321 3718782736582.8184 -42016466591.219154
105.67649999999998 73230.32273710833 3721854622695.4023 -41916743357.16682
105.97499999999998 72617.09482042269 3724918006209.437 -41817500139.94825
106.27349999999998 72010.69473229053 3727972934059.114 -41718733349.153076
106.57199999999999 71411.02770778125 3731019452791.1147 -41620439430.81946
106.87049999999998 70818.00055591672 3734057608568.866 -41522614866.96699
107.16899999999998 70231.52162925649 3737087447176.7344 -41425256175.13643
107.46749999999999 69651.50079415311 3740109014024.165 -41328359907.936844
107.76599999999998 69077.8494016605 3743122354149.7627 -41231922652.599846
108.06449999999998 68510.48025907956 3746127512225.3213 -41135941030.54012
108.36299999999999 67949.30760212535 3749124532559.7915 -41040411696.923355
108.66149999999998 67394.2470677007 3752113459103.2046 -40945331340.240295
108.95999999999998 66845.21566726081 3755094335450.533 -40850696681.887436
109.25849999999998 66302.13176075571 3758067204845.5083 -40756504475.75421
109.55699999999999 65764.91503113501 3761032110184.3813 -40662751507.8161
109.85549999999998 65233.48645940249 3763989094019.6367 -40569434595.73449
110.15399999999998 64707.76830020656 3766938198563.656 -40476550588.461754
110.45249999999999 64187.68405795412 3769879465692.3286 -40384096365.853004
110.75099999999998 63673.15846343483 3772812936948.624 -40292068838.28329
111.04949999999998 63164.11745094376 3775738653546.1064 -40200464946.27049
111.34799999999998 62660.48813589058 3778656656372.411 -40109281660.104
111.64649999999997 62162.19879288349 3781566985992.668 -40018515979.47897
111.94499999999998 61669.17883427664 3784469682652.8896 -39928164933.13577
112.24349999999998 61181.35878917022 3787364786283.3047 -39838225578.50479
112.54199999999999 60698.670282852225 3790252336501.6553 -39748695001.356926
112.84049999999998 60221.04601667169 3793132372616.4473 -39659570315.45858
113.13899999999998 59748.41974833305 3796004933630.1606 -39570848662.23213
113.43749999999999 59280.726272602034 3798870058242.419 -39482527210.42132
113.73599999999998 58817.90140241313 3801727784853.1133 -39394603155.76138
114.03449999999998 58359.881950369236 3804578151565.494 -39307073720.65415
114.33299999999998 57906.605710624826 3807421196189.2134 -39219936153.84783
114.63149999999997 57458.01144114315 3810256956243.338 -39133187730.121376
114.92999999999998 57014.03884631896 3813085468959.3145 -39046825749.973526
115.22849999999998 56574.62855995868 3815906771283.9053 -38960847539.316216
115.52699999999999 56139.72212860917 3818720899882.082 -38875250449.17234
115.82549999999998 55709.26199522765 3821527891139.8833 -38790031855.37814
116.12399999999998 55283.19148318427 3824327781167.2363 -38705189158.289665
116.42249999999999 54861.4547805907 3827120605800.746 -38620719782.49323
116.72099999999998 54443.99692494623 3829906400606.4424 -38536621176.52058
117.01949999999998 54030.76378809479 3832685200882.5 -38452890812.56738
117.31799999999998 53621.702061485856 3835457041661.92 -38369526186.21621
117.61649999999999 53216.75924173192 3838221957715.178 -38286524816.163315
117.91499999999998 52815.8836164562 3840979983552.844 -38203884243.949196
118.21349999999998 52419.02425042395 3843731153428.164 -38121602033.69296
118.51199999999999 52026.13097195094 3846475501339.609 -38039675771.83052
118.81049999999998 51637.1543595829 3849213061033.399 -37958103066.85641
119.10899999999998 51252.04572903994 3851943866005.992 -37876881549.06914
119.40749999999998 50870.75712041994 3854667949506.5415 -37796008870.320145
119.70599999999997 50493.241285655204 3857385344539.322 -37715482703.76615
120.00449999999998 50119.451676216624 3860096083866.134 -37635300743.62531
120.30299999999998 49749.34243106025 3862800200008.6675 -37555460704.93616
120.60149999999999 49382.86836481031 3865497725250.8447 -37475960323.32049
120.89999999999998 49019.98495617403 3868188691641.1323 -37396797354.74883
121.19849999999998 48660.648336582766 3870873130994.8257 -37317969575.30983
121.49699999999999 48304.81527905479 3873551074896.3027 -37239474780.982376
121.79549999999998 47952.44318727461 3876222554701.256 -37161310787.411
122.09399999999998 47603.49008488424 3878887601538.8936 -37083475429.68415
122.39249999999998 47257.91460498177 3881546246314.115 -37005966562.1157
122.69099999999997 46915.6759798229 3884198519709.661 -36928782058.02939
122.98949999999998 46576.73403072051 3886844452188.2383 -36851919809.546036
123.28799999999998 46241.049158138776 3889484073994.616 -36775377727.37376
123.58649999999999 45908.58233197697 3892117415157.704 -36699153740.60107
123.88499999999998 45579.29508203912 3894744505492.596 -36623245796.49265
124.18349999999998 45253.14948868555 3897365374602.6 -36547651860.28763
124.48199999999999 44930.1081736625 3899980051881.2363 -36472369915.00133
124.78049999999998 44610.1342911057 3902588566514.215 -36397397961.22859
125.07899999999998 44293.19151871448 3905190947481.3916 -36322734016.95079
