!  
! R    D    M    P
201
277.68750000000006 261.299859558642 4857881849878.0205 -17512199237.116547
279.17500000000007 255.78985123990594 4858256492399.729 -17418983786.75659
280.6625000000001 250.42431672059146 4858627184834.377 -17326749338.140507
282.1500000000001 245.1987339761528 4858993989326.743 -17235480486.596973
283.63750000000005 240.1087452531287 4859356966724.814 -17145162148.299747
285.12500000000006 235.15015028444213 4859716176613.435 -17055779551.958065
286.61250000000007 230.31889981832913 4860071677346.913 -16967318230.763697
288.1000000000001 225.61108944486674 4860423526080.628 -16879764014.586226
289.5875000000001 221.0229537049728 4860771778801.661 -16793103022.406725
291.07500000000005 216.55086046758979 4861116490358.493 -16707321654.98194
292.56250000000006 212.19130556155287 4861457714489.807 -16622406587.730978
294.05000000000007 207.94090764939332 4861795503852.411 -16538344763.835814
295.5375000000001 203.7964033310177 4862129910048.333 -16455123387.54926
297.0250000000001 199.7546424658688 4862460983651.097 -16372729917.702314
298.51250000000005 195.81258370278948 4862788774231.217 -16291152061.404713
300.00000000000006 191.96729020739048 4863113330380.947 -16210377767.931084
