!  
! R    D    M    P
4001
1.8272780039787941 29591640705.47207 443089079189.2786 -1202956705127.9365
1.8296999823714488 29476652034.465336 446094382589.0362 -1202634636778.0708
1.8321251709922803 29362074876.830776 449099925574.20844 -1202310820466.8699
1.8345535740963075 29247907921.750263 452105704549.3874 -1201985261214.4202
1.8369851959441892 29134149861.887665 455111715919.72217 -1201657964033.4016
1.8394200408022328 29020799393.38229 458117956090.93536 -1201328933929.0916
1.841858112942399 28907855215.84249 461124421469.3361 -1200998175899.3684
1.844299416642312 28795316032.33902 464131108461.83826 -1200665694934.7136
1.8467439561852643 28683180549.398678 467138013475.97375 -1200331496018.2158
1.8491917358602277 28571447476.997616 470145132919.9108 -1199995584125.5737
1.8516427599618572 28460115528.555023 473152463202.4672 -1199657964225.1
1.8540970327905009 28349183420.92649 476160000733.127 -1199318641277.7244
1.8565545586522068 28238649874.397575 479167741922.0564 -1198977620236.9956
1.8590153418587303 28128513612.677315 482175683180.11847 -1198634906049.0867
1.8614793867275414 28018773362.89169 485183820918.8885 -1198290503652.7974
1.863946697581834 27909427855.577183 488192151550.6716 -1197944417979.5571
1.8664172787505307 27800475824.67425 491200671488.51514 -1197596653953.4294
1.8688911345682926 27691916007.52085 494209377146.2265 -1197247216491.1138
1.8713682693755265 27583747144.845978 497218264938.38806 -1196896110501.95
1.873848687518392 27475967980.763184 500227331280.3724 -1196543340887.9216
1.8763323933488083 27368577262.764114 503236572588.3564 -1196188912543.6587
1.878819391224465 27261573741.71193 506245985279.3405 -1195832830356.442
1.881309685508826 27154956171.835003 509255565771.1599 -1195475099206.2048
1.8838032805711389 27048723310.720352 512265310482.5017 -1195115723965.5388
1.8863001807864435 26942873919.307156 515275215832.9216 -1194754709499.695
1.8888003905355775 26837406761.88037 518285278242.85657 -1194392060666.5886
1.8913039142051855 26732320606.064217 521295494133.64197 -1194027782316.8015
1.893810756187727 26627614222.81573 524305859927.5271 -1193661879293.5876
1.8963209208814829 26523286386.418312 527316372047.68884 -1193294356432.8733
1.8988344126905636 26419335874.475338 530327026918.2485 -1192925218563.2634
1.901351236024918 26315761467.903576 533337820964.2869 -1192554470506.0437
1.9038713953003388 26212561950.9269 536348750611.8579 -1192182117075.1843
1.9063948949384733 26109736111.06972 539359812288.00726 -1191808163077.3433
1.9089217393668276 26007282739.150677 542371002420.78296 -1191432613311.87
1.911451933018778 25905200629.27606 545382317439.255 -1191055472570.8088
1.913985480333576 25803488578.833504 548393753773.52765 -1190676745638.9028
1.9165223857563576 25702145388.485474 551405307854.7557 -1190296437293.5967
1.9190626537381503 25601169862.162926 554416976115.1595 -1189914552305.0403
1.9216062887358816 25500560807.058796 557428754988.04 -1189531095436.0933
1.9241532952123859 25400317033.621693 560440640907.7936 -1189146071442.3274
1.9267036776364137 25300437355.549343 563452630309.928 -1188759485072.0303
1.9292574404826381 25200920589.782314 566464719631.0762 -1188371341066.2095
1.9318145882316633 25101765556.49755 569476905309.0123 -1187981644158.5957
1.9343751253700325 25002971079.101955 572489183782.6667 -1187590399075.647
1.9369390563902353 24904535984.226055 575501551492.1399 -1187197610536.55
1.9395063857907158 24806459101.717533 578514004878.7184 -1186803283253.2278
1.9420771180758816 24708739264.634827 581526540384.8906 -1186407421930.3389
1.9446512577561095 24611375309.240887 584539154454.3594 -1186010031265.284
1.9472288093477548 24514366074.99659 587551843532.0585 -1185611115948.209
1.94980977737316 24417710404.554527 590564604064.1682 -1185210680662.007
1.9523941663606608 24321407143.752472 593577432498.1285 -1184808730082.324
1.9549819808445952 24225455141.607204 596590325282.6548 -1184405268877.5623
1.9575732253653113 24129853250.30794 599603278867.7522 -1184000301708.882
1.9601679044691758 24034600325.210094 602616289704.732 -1183593833230.2078
1.9627660227085801 23939695224.8289 605629354246.2239 -1183185868088.2302
1.9653675846419512 23845136810.832973 608642468946.1932 -1182776410922.4104
1.9679725948337567 23750923948.03809 611655630259.9539 -1182365466364.9836
1.9705810578545155 23657055504.400723 614668834644.1844 -1181953039040.963
1.973192978280803 23563530351.01176 617682078556.9412 -1181539133568.1433
1.9758083606952626 23470347362.090115 620695358457.6753 -1181123754557.1042
1.9784272096866098 23377505414.97647 623708670807.2448 -1180706906611.2153
1.9810495298496433 23285003390.126858 626722012067.9309 -1180288594326.6375
1.9836753257852522 23192840171.10637 629735378703.4523 -1179868822292.3293
1.9863046021004234 23101014644.582817 632748767178.9794 -1179447595090.0488
1.9889373634082501 23009525700.32047 635762173961.1494 -1179024917294.3586
1.9915736143279403 22918372231.17364 638775595518.0804 -1178600793472.6287
1.9942133594848246 22827553133.080456 641789028319.3864 -1178175228185.041
1.9968566035103634 22737067305.056503 644802468836.1904 -1177748225984.5925
1.9995033510421576 22646913649.18854 647815913541.1425 -1177319791417.0996
2.002153606723953 22557091070.62824 650829358908.4291 -1176889929021.2017
2.0048073752056523 22467598477.58577 653842801413.7921 -1176458643328.365
2.0074646611433207 22378434781.323647 656856237534.541 -1176025938862.8857
2.0101254691991945 22289598896.15038 659869663749.5673 -1175591820141.8958
2.0127898040416894 22201089739.414215 662883076539.3584 -1175156291675.3647
2.0154576703454103 22112906231.496788 665896472386.015 -1174719357966.104
2.0181290727911567 22025047295.806957 668909847773.2616 -1174281023509.7722
2.020804016065932 21937511858.774487 671923199186.4622 -1173841292794.8772
2.0234825048629546 21850298849.843716 674936523112.6366 -1173400170302.7803
2.02616454388166 21763407201.467464 677949816040.4707 -1172957660507.7014
2.028850137827715 21676835849.100586 680963074460.3347 -1172513767876.722
2.031539291413022 21590583731.193882 683976294864.2941 -1172068496869.7883
2.034232009355732 21504649789.18771 686989473746.1277 -1171621851939.7173
2.0369282963802453 21419032967.505924 690002607601.3359 -1171173837532.1982
2.039628157217227 21333732213.549454 693015692927.161 -1170724458085.7986
2.0423315966036117 21248746477.690174 696028726222.5981 -1170273718031.9666
2.0450386192826127 21164074713.264687 699041703988.4088 -1169821621795.0369
2.04774923000373 21079715876.568058 702054622727.1371 -1169368173792.232
2.0504634335227596 20995668926.84759 705067478943.1232 -1168913378433.6682
2.0531812346018006 20911932826.29668 708080269142.5154 -1168457240122.3599
2.0559026380092633 20828506540.04856 711092989833.286 -1167999763254.2212
2.05862764851988 20745389036.17009 714105637525.246 -1167540952218.073
2.06135627091471 20662579285.655594 717118208730.056 -1167080811395.6445
2.064088509981151 20580076262.420654 720130699961.2435 -1166619345161.5786
2.0668243705129457 20497878943.295902 723143107734.2153 -1166156557883.4355
2.06956385731019 20415986308.020893 726155428566.27 -1165692453921.697
2.0723069751793433 20334397339.237865 729167658976.6149 -1165227037629.77
2.0750537289332347 20253111022.485615 732179795486.3766 -1164760313353.9915
2.077804123391074 20172126346.19329 735191834618.6182 -1164292285433.631
2.0805581633784564 20091442301.674274 738203772898.3496 -1163822958200.8975
2.0833158537273757 20011057883.119995 741215606852.5438 -1163352335980.9402
2.0860771992762284 19930972087.5938 744227333010.149 -1162880423091.8542
2.0888422048698243 19851183915.024803 747238947902.1033 -1162407223844.6863
2.0916108753593967 19771692368.201675 750250448061.349 -1161932742543.435
2.0943832156026065 19692496452.766666 753261830022.8436 -1161456983485.0593
2.0971592304635545 19613595177.20932 756273090323.5759 -1160979950959.4792
2.099938924812788 19534987552.860443 759284225502.5787 -1160501649249.5815
2.102722303527312 19456672593.885887 762295232100.9445 -1160022082631.224
2.1055093714905926 19378649317.280613 765306106661.8324 -1159541255373.24
2.1083001335925706 19300916742.86239 768316845730.4902 -1159059171737.44
2.111094594729669 19223473893.26575 771327445854.2637 -1158575835978.6191
2.113892759804798 19146319793.93603 774337903582.607 -1158091252344.56
2.1166946337273695 19069453473.12303 777348215467.1034 -1157605425076.0364
2.1195002214133014 18992873961.875126 780358378061.473 -1157118358406.8176
2.1223095277850264 18916580294.033134 783368387921.5869 -1156630056563.6743
2.1251225577715025 18840571506.224197 786378241605.4823 -1156140523766.3801
2.1279393163082214 18764846637.855736 789387935673.3752 -1155649764227.7175
2.130759808337216 18689404731.109406 792397466687.6736 -1155157782153.4827
2.1335840388070695 18614244830.93502 795406831212.9893 -1154664581742.4873
2.136412012672925 18539365985.044468 798416025816.1543 -1154170167186.5662
2.139243734896492 18464767243.905746 801425047066.231 -1153674542670.578
2.142079210446058 18390447660.73683 804433891534.527 -1153177712372.4126
2.1449184442964953 18316406291.499687 807442555794.6074 -1152679680462.9934
2.1477614414292696 18242642194.89423 810451036422.3093 -1152180451106.2825
2.1506082068324495 18169154432.352314 813459329995.7527 -1151680028459.2847
2.153458745500716 18095942068.031662 816467433095.3563 -1151178416672.052
2.1563130624353697 18023004168.80991 819475342303.8488 -1150675619887.688
2.1591711626443395 17950339804.2786 822483054206.2809 -1150171642242.352
2.1620330511421932 17877948046.737118 825490565390.0413 -1149666487865.2634
2.164898732950145 17805827971.18675 828497872444.8674 -1149160160878.7063
2.1677682130960636 17733978655.324707 831504971962.8584 -1148652665398.0332
2.170641496614483 17662399179.538063 834511860538.4896 -1148144005531.671
2.17351858854661 17591088626.89786 837518534768.6239 -1147634185381.1223
2.176399493940333 17520046083.153107 840524991252.5248 -1147123209040.9744
2.1792842178502307 17449270636.72481 843531226591.8695 -1146611080598.8982
2.182172765337584 17378761378.699944 846537237390.764 -1146097804135.658
2.1850651414703774 17308517402.8257 849543020255.7488 -1145583383725.1118
2.187961351323318 17238537805.50327 852548571795.8214 -1145067823434.218
2.190861399977836 17168821685.782122 855553888622.4415 -1144551127323.0388
2.193765292522098 17099368145.353947 858558967349.5466 -1144033299444.7454
2.1966730340510146 17030176288.546766 861563804593.5647 -1143514343845.622
2.199584629666249 16961245222.319008 864568396973.4264 -1142994264565.0703
2.2025000844762275 16892574056.25359 867572741110.5774 -1142473065635.614
2.205419403596146 16824161902.551994 870576833628.9912 -1141950751082.9033
2.2083425921479813 16756007876.028376 873580671155.1826 -1141427324925.7192
2.2112696552605 16688111094.103634 876584250318.219 -1140902791175.979
2.2142005980692634 16620470676.799622 879587567749.7317 -1140377153838.7393
2.217135425716644 16553085746.733084 882590620083.9327 -1139850416912.2017
2.2200741433518276 16485955429.109943 885593403957.6224 -1139322584387.7163
2.223016756130826 16419078851.71933 888595916010.2043 -1138793660249.7874
2.225963269216484 16352455144.927748 891598152883.6968 -1138263648476.0776
2.228913687778491 16286083441.673208 894600111222.7463 -1137732553037.4119
2.231868016993387 16219962877.459387 897601787674.6378 -1137200377897.783
2.2348262620445754 16154092590.349741 900603178889.3099 -1136667127014.3545
2.2377884281223284 16088471720.961689 903604281519.3647 -1136132804337.467
2.2407545204237973 16023099412.460804 906605092220.0797 -1135597413810.6436
2.243724544153024 15957974810.554922 909605607649.423 -1135060959370.5908
2.2466985045209453 15893097063.48837 912605824468.0614 -1134523444947.2068
2.2496764067454076 15828465322.036127 915605739339.3762 -1133984874463.5842
2.252658256051172 15764078739.498009 918605348929.4736 -1133445251836.0151
2.2556440576699255 15699936471.692884 921604649907.1965 -1132904580973.9963
2.2586338168402875 15636037676.952885 924603638944.136 -1132362865780.2332
2.2616275388078235 15572381516.117561 927602312714.6458 -1131820110150.644
2.2646252288250506 15508967152.52816 930600667895.852 -1131276317974.366
2.267626892151448 15445793752.021807 933598701167.6665 -1130731493133.7593
2.2706325340534654 15382860482.92579 936596409212.7958 -1130185639504.4104
2.2736421598045347 15320166516.051702 939593788716.7588 -1129638760955.1394
2.276655774685076 15257711024.689766 942590836367.8925 -1129090861348.0024
2.279673383982508 15195493184.603083 945587548857.3662 -1128541944538.2976
2.2826949929912597 15133512174.021797 948583922879.1959 -1127992014374.569
2.285720607012776 15071767173.637476 951579955130.2518 -1127441074698.6123
2.288750231355529 15010257366.597324 954575642310.2717 -1126889129345.4785
2.2917838713350265 14948981938.498438 957570981121.8737 -1126336182143.4795
2.294821532273823 14887940077.382118 960565968270.567 -1125782236914.1921
2.2978632195015267 14827130973.728172 963560600464.7631 -1125227297472.4639
2.300908938354811 14766553820.449165 966554874415.7887 -1124671367626.4158
2.303958694177421 14706207812.884787 969548786837.8951 -1124114451177.4502
2.3070124923201867 14646092148.796087 972542334448.2726 -1123556551920.253
2.3100703381410295 14586206028.359854 975535513967.0596 -1122997673642.7986
2.3131322370049725 14526548654.162903 978528322117.3555 -1122437820126.357
2.3161981942841496 14467119231.196436 981520755625.2307 -1121876995145.4954
2.3192682153578166 14407916966.850328 984512811219.7407 -1121315202468.0854
2.3223423056123575 14348941070.907541 987504485632.9343 -1120752445855.3074
2.3254204704412964 14290190755.538435 990495775599.8663 -1120188729061.6545
2.3285027152453064 14231665235.295118 993486677858.6096 -1119624055834.9382
2.3315890454322203 14173363727.105797 996477189150.2671 -1119058429916.2927
2.3346794664170356 14115285450.26925 999467306218.9781 -1118491855040.1807
2.3377739836219296 14057429626.449076 1002457025811.936 -1117924334934.3972
2.3408726024762663 13999795479.668144 1005446344679.3966 -1117355873320.075
2.343975328416605 13942382236.303003 1008435259574.6874 -1116786473911.6892
2.3470821668867115 13885189125.078241 1011423767254.2219 -1116216140417.0623
2.3501931233375677 13828215377.06091 1014411864477.5096 -1115644876537.3696
2.3533082032273795 13771460225.654955 1017399548007.1663 -1115072685967.1433
2.356427412021588 13714922906.595606 1020386814608.9253 -1114499572394.2776
2.359550755192878 13658602657.943842 1023373661051.6493 -1113925539500.0342
2.3626782382211893 13602498720.080778 1026360084107.3414 -1113350590959.0466
2.365809866593723 13546610335.702175 1029346080551.1539 -1112774730439.3254
2.3689456458049563 13490936749.812801 1032331647161.4033 -1112197961602.263
2.372085581356646 13435477209.720993 1035316780719.576 -1111620288102.639
2.375229678757843 13380230965.033041 1038301478010.3429 -1111041713588.6245
2.3783779435248995 13325197267.64768 1041285735821.5698 -1110462241701.7878
2.3815303811814803 13270375371.750584 1044269550944.327 -1109881876077.0989
2.3846869972585703 13215764533.808847 1047252920172.8998 -1109300620342.9348
2.3878477972944867 13161364012.565454 1050235840304.8013 -1108718478121.0842
2.391012786834887 13107173069.03382 1053218308140.7808 -1108135453026.7527
2.3941819714327783 13053190966.492275 1056200320484.8352 -1107551548668.5684
2.39735535664853 12999416970.478561 1059181874144.2208 -1106966768648.5854
2.4005329480498796 12945850348.784397 1062162965929.462 -1106381116562.2903
2.403714751211945 12892490371.449986 1065143592654.3625 -1105794595998.607
2.406900771717235 12839336310.758518 1068123751136.0176 -1105207210539.901
2.4100910151556554 12786387441.230795 1071103438194.8213 -1104618963761.9849
2.413285487124523 12733643039.619703 1074082650654.4792 -1104029859234.124
2.4164841932285728 12681102384.904829 1077061385342.0186 -1103439900519.0413
2.4196871390799695 12628764758.286968 1080039639087.7985 -1102849091172.9204
2.422894330298315 12576629443.182777 1083017408725.519 -1102257434745.4148
2.4261057725106605 12524695725.219269 1085994691092.2341 -1101664934779.649
2.4293214713515168 12472962892.228453 1088971483028.3601 -1101071594812.2253
2.4325414324628607 12421430234.241943 1091947781377.6852 -1100477418373.2297
2.4357656614941487 12370097043.485523 1094923582987.3816 -1099882408986.236
2.4389941641023256 12318962614.373756 1097898884708.0151 -1099286570168.3102
2.4422269459518335 12268026243.504642 1100873683393.555 -1098689905430.0175
2.445464012714622 12217287229.65423 1103847975901.3828 -1098092418275.4263
2.4487053700701606 12166744873.77121 1106821759092.3062 -1097494112202.1132
2.4519510237054445 12116398478.971615 1109795029830.564 -1096894990701.1692
2.455200979315008 12066247350.533434 1112767784983.8403 -1096295057257.2039
2.4584552426009325 12016290795.891277 1115740021423.273 -1095694315348.351
2.4617138192728585 11966528124.631025 1118711736023.463 -1095092768446.2732
2.464976715047993 11916958648.484537 1121682925662.4849 -1094490420016.1683
2.468243935651122 11867581681.324272 1124653587221.898 -1093887273516.7733
2.4715154868146185 11818396539.158043 1127623717586.7524 -1093283332400.3712
2.474791374278454 11769402540.123655 1130593313645.604 -1092678600112.7937
2.478071603790209 11720599004.483624 1133562372290.5205 -1092073080093.4283
2.4813561811050797 11671985254.619911 1136530890417.0918 -1091466775775.2244
2.4846451119858934 11623560615.028587 1139498864924.441 -1090859690584.6953
2.4879384022031137 11575324412.314623 1142466292715.2324 -1090251827941.9276
2.491236057534854 11527275975.18655 1145433170695.6833 -1089643191260.5822
2.4945380837668854 11479414634.451265 1148399495775.5713 -1089033783947.9031
2.4978444866926486 11431739723.008724 1151365264868.2449 -1088423609404.7207
2.501155272113263 11384250575.846739 1154330474890.6335 -1087812671025.4578
2.504470445837536 11336946530.035719 1157295122763.2563 -1087200972198.1349
2.5077900136819764 11289826924.723446 1160259205410.2317 -1086588516304.3749
2.511113981470801 11242891101.12984 1163222719759.287 -1085975306719.4097
2.5144423550359476 11196138402.541761 1166185662741.769 -1085361346812.0834
2.5177751402170814 11149568174.307821 1169148031292.6492 -1084746639944.8602
2.5211123428616116 11103179763.833122 1172109822350.5398 -1084131189473.8275
2.524453968824695 11056972520.574137 1175071032857.696 -1083514998748.7028
2.5278000239692497 11010945796.03349 1178031659760.0308 -1082898071112.838
2.531150514165966 10965098943.754772 1180991700007.1208 -1082280409903.2253
2.5345054452933145 10919431319.317402 1183951150552.2173 -1081662018450.5029
2.537864823237557 10873942280.33145 1186910008352.2537 -1081042900078.9592
2.5412286538927593 10828631186.43248 1189868270367.8572 -1080423058106.5393
2.5445969431607973 10783497399.276424 1192825933563.3552 -1079802495844.8497
2.547969696951371 10738540282.53443 1195782994906.7864 -1079181216599.1647
2.5513469211820126 10693759201.88774 1198739451369.908 -1078559223668.4298
2.5547286217780982 10649153525.022566 1201695299928.2063 -1077936520345.2699
